,jurisdiction,state_population,violent_crime_total,murder_manslaughter,rape_legacy,rape_revised,robbery,agg_assault,property_crime_total,burglary,larceny,incarcerated_total,incarcerated_white,incarcerated_black,incarcerated_hispanic,incarcerated_amerind,incarcerated_asian,incarcerated_other,incarcerated_unknown,incarcerated_nonwhite,Year
339,North Carolina,"9,061,032","42,231",584,"2,386",,"13,534","25,727","369,893","108,700","233,241",30249.178294573645,12777.337209302326,13344.134146341463,5293.934306569343,282.11309523809524,96.1474358974359,640.1066666666667,71.91666666666667,17471.841085271317,2007
340,North Dakota,"639,715","1,343",17,252,,75,999,"12,796","2,314","9,500",30249.178294573645,12777.337209302326,13344.134146341463,5293.934306569343,282.11309523809524,96.1474358974359,640.1066666666667,71.91666666666667,17471.841085271317,2007
341,Ohio,"11,466,917","40,759",529,"4,661",,"18,351","17,218","397,681","99,049","264,677",30249.178294573645,12777.337209302326,13344.134146341463,5293.934306569343,282.11309523809524,96.1474358974359,640.1066666666667,71.91666666666667,17471.841085271317,2007
342,Oklahoma,"3,617,316","18,234",224,"1,565",,"3,392","13,053","128,714","34,367","80,747",30249.178294573645,12777.337209302326,13344.134146341463,5293.934306569343,282.11309523809524,96.1474358974359,640.1066666666667,71.91666666666667,17471.841085271317,2007
343,Oregon,"3,747,455","11,015",76,"1,276",,"2,864","6,799","132,773","22,979","95,157",30249.178294573645,12777.337209302326,13344.134146341463,5293.934306569343,282.11309523809524,96.1474358974359,640.1066666666667,71.91666666666667,17471.841085271317,2007
344,Pennsylvania,"12,432,792","51,806",725,"3,443",,"19,440","28,198","293,850","56,091","211,248",30249.178294573645,12777.337209302326,13344.134146341463,5293.934306569343,282.11309523809524,96.1474358974359,640.1066666666667,71.91666666666667,17471.841085271317,2007
345,Rhode Island,"1,057,832","2,424",19,258,,760,"1,387","27,576","5,206","19,175",30249.178294573645,12777.337209302326,13344.134146341463,5293.934306569343,282.11309523809524,96.1474358974359,640.1066666666667,71.91666666666667,17471.841085271317,2007
346,South Carolina,"4,407,709","34,630",364,"1,773",,"6,354","26,139","189,304","45,398","126,802",30249.178294573645,12777.337209302326,13344.134146341463,5293.934306569343,282.11309523809524,96.1474358974359,640.1066666666667,71.91666666666667,17471.841085271317,2007
347,South Dakota,"796,214","1,926",31,433,,118,"1,344","13,829","2,647","10,398",30249.178294573645,12777.337209302326,13344.134146341463,5293.934306569343,282.11309523809524,96.1474358974359,640.1066666666667,71.91666666666667,17471.841085271317,2007
348,Tennessee,"6,156,719","46,482",405,"2,201",,"11,033","32,843","252,342","61,817","168,807",30249.178294573645,12777.337209302326,13344.134146341463,5293.934306569343,282.11309523809524,96.1474358974359,640.1066666666667,71.91666666666667,17471.841085271317,2007
349,Texas,"23,904,380","122,014","1,419","8,460",,"38,778","73,357","985,421","228,320","663,101",30249.178294573645,12777.337209302326,13344.134146341463,5293.934306569343,282.11309523809524,96.1474358974359,640.1066666666667,71.91666666666667,17471.841085271317,2007
350,Utah,"2,645,330","6,347",59,935,,"1,425","3,928","93,082","15,594","68,573",30249.178294573645,12777.337209302326,13344.134146341463,5293.934306569343,282.11309523809524,96.1474358974359,640.1066666666667,71.91666666666667,17471.841085271317,2007
351,Vermont,"621,254",802,13,128,,79,582,"14,702","3,200","10,853",30249.178294573645,12777.337209302326,13344.134146341463,5293.934306569343,282.11309523809524,96.1474358974359,640.1066666666667,71.91666666666667,17471.841085271317,2007
352,Virginia,"7,712,091","21,035",415,"1,793",,"7,696","11,131","191,763","32,028","145,634",30249.178294573645,12777.337209302326,13344.134146341463,5293.934306569343,282.11309523809524,96.1474358974359,640.1066666666667,71.91666666666667,17471.841085271317,2007
353,Washington,"6,468,424","21,768",174,"2,653",,"6,079","12,862","261,776","52,874","170,782",30249.178294573645,12777.337209302326,13344.134146341463,5293.934306569343,282.11309523809524,96.1474358974359,640.1066666666667,71.91666666666667,17471.841085271317,2007
354,West Virginia,"1,812,035","5,016",65,388,,847,"3,716","45,620","10,822","31,321",30249.178294573645,12777.337209302326,13344.134146341463,5293.934306569343,282.11309523809524,96.1474358974359,640.1066666666667,71.91666666666667,17471.841085271317,2007
355,Wisconsin,"5,601,640","16,330",185,"1,227",,"5,480","9,438","159,305","27,890","117,957",30249.178294573645,12777.337209302326,13344.134146341463,5293.934306569343,282.11309523809524,96.1474358974359,640.1066666666667,71.91666666666667,17471.841085271317,2007
356,Wyoming,"522,830","1,344",21,172,,84,"1,067","15,053","2,365","11,875",30249.178294573645,12777.337209302326,13344.134146341463,5293.934306569343,282.11309523809524,96.1474358974359,640.1066666666667,71.91666666666667,17471.841085271317,2007
357,Alaska,"686,293","4,475",27,447,,645,"3,356","20,090","3,237","15,225",29060.430555555555,12310.725694444445,12682.278985507246,5201.192307692308,285.4739583333333,95.57222222222222,634.3392857142857,63.3968253968254,16749.70486111111,2008
358,Arizona,"6,500,180","31,567",462,"2,200",,"9,809","19,096","266,653","58,606","169,460",29060.430555555555,12310.725694444445,12682.278985507246,5201.192307692308,285.4739583333333,95.57222222222222,634.3392857142857,63.3968253968254,16749.70486111111,2008
359,Alabama,"4,661,900","21,110",351,"1,618",,"7,346","11,795","190,416","50,411","126,539",29060.430555555555,12310.725694444445,12682.278985507246,5201.192307692308,285.4739583333333,95.57222222222222,634.3392857142857,63.3968253968254,16749.70486111111,2008
360,Arkansas,"2,855,390","14,649",165,"1,463",,"2,777","10,244","110,360","33,912","69,905",29060.430555555555,12310.725694444445,12682.278985507246,5201.192307692308,285.4739583333333,95.57222222222222,634.3392857142857,63.3968253968254,16749.70486111111,2008
361,California,"36,756,666","185,329","2,142","8,903",,"69,388","104,896","1,080,996","237,811","650,656",29060.430555555555,12310.725694444445,12682.278985507246,5201.192307692308,285.4739583333333,95.57222222222222,634.3392857142857,63.3968253968254,16749.70486111111,2008
362,Colorado,"4,939,456","17,480",165,"2,151",,"3,404","11,760","139,340","28,054","97,937",29060.430555555555,12310.725694444445,12682.278985507246,5201.192307692308,285.4739583333333,95.57222222222222,634.3392857142857,63.3968253968254,16749.70486111111,2008
363,Connecticut,"3,501,252","10,737",132,680,,"4,043","5,882","87,210","15,107","63,212",29060.430555555555,12310.725694444445,12682.278985507246,5201.192307692308,285.4739583333333,95.57222222222222,634.3392857142857,63.3968253968254,16749.70486111111,2008
364,Delaware,"873,092","6,187",57,371,,"1,847","3,912","31,385","6,783","22,045",29060.430555555555,12310.725694444445,12682.278985507246,5201.192307692308,285.4739583333333,95.57222222222222,634.3392857142857,63.3968253968254,16749.70486111111,2008
365,DC,"591,833","8,509",186,186,,"4,430","3,707","30,211","3,788","19,958",29060.430555555555,12310.725694444445,12682.278985507246,5201.192307692308,285.4739583333333,95.57222222222222,634.3392857142857,63.3968253968254,16749.70486111111,2008
366,Florida,"18,328,340","126,256","1,168","5,972",,"36,268","82,848","758,889","188,472","506,902",29060.430555555555,12310.725694444445,12682.278985507246,5201.192307692308,285.4739583333333,95.57222222222222,634.3392857142857,63.3968253968254,16749.70486111111,2008
367,Georgia,"9,685,744","47,353",640,"2,334",,"17,808","26,571","387,917","100,564","247,709",29060.430555555555,12310.725694444445,12682.278985507246,5201.192307692308,285.4739583333333,95.57222222222222,634.3392857142857,63.3968253968254,16749.70486111111,2008
368,Hawaii,"1,288,198","3,510",26,363,,"1,085","2,036","45,944","9,404","31,424",29060.430555555555,12310.725694444445,12682.278985507246,5201.192307692308,285.4739583333333,95.57222222222222,634.3392857142857,63.3968253968254,16749.70486111111,2008
369,Idaho,"1,523,816","3,680",23,579,,239,"2,839","31,940","6,748","23,532",29060.430555555555,12310.725694444445,12682.278985507246,5201.192307692308,285.4739583333333,95.57222222222222,634.3392857142857,63.3968253968254,16749.70486111111,2008
370,Illinois,"12,901,563","67,780",790,"4,118",,"24,054","38,818","378,355","78,968","266,815",29060.430555555555,12310.725694444445,12682.278985507246,5201.192307692308,285.4739583333333,95.57222222222222,634.3392857142857,63.3968253968254,16749.70486111111,2008
371,Indiana,"6,376,792","21,525",322,"1,711",,"7,580","11,912","213,639","48,805","147,334",29060.430555555555,12310.725694444445,12682.278985507246,5201.192307692308,285.4739583333333,95.57222222222222,634.3392857142857,63.3968253968254,16749.70486111111,2008
372,Iowa,"3,002,555","8,651",77,937,,"1,249","6,388","73,273","16,598","52,299",29060.430555555555,12310.725694444445,12682.278985507246,5201.192307692308,285.4739583333333,95.57222222222222,634.3392857142857,63.3968253968254,16749.70486111111,2008
373,Kansas,"2,802,134","11,554",113,"1,226",,"1,681","8,534","94,882","19,651","67,826",29060.430555555555,12310.725694444445,12682.278985507246,5201.192307692308,285.4739583333333,95.57222222222222,634.3392857142857,63.3968253968254,16749.70486111111,2008
374,Kentucky,"4,269,245","12,690",201,"1,457",,"4,080","6,952","114,492","29,556","77,279",29060.430555555555,12310.725694444445,12682.278985507246,5201.192307692308,285.4739583333333,95.57222222222222,634.3392857142857,63.3968253968254,16749.70486111111,2008
375,Louisiana,"4,410,796","29,613",544,"1,250",,"6,241","21,578","171,179","45,524","112,091",29060.430555555555,12310.725694444445,12682.278985507246,5201.192307692308,285.4739583333333,95.57222222222222,634.3392857142857,63.3968253968254,16749.70486111111,2008
376,Maine,"1,316,456","1,572",31,379,,333,829,"32,433","6,559","24,695",29060.430555555555,12310.725694444445,12682.278985507246,5201.192307692308,285.4739583333333,95.57222222222222,634.3392857142857,63.3968253968254,16749.70486111111,2008
377,Maryland,"5,633,597","35,393",493,"1,127",,"13,203","20,570","198,165","38,849","133,983",29060.430555555555,12310.725694444445,12682.278985507246,5201.192307692308,285.4739583333333,95.57222222222222,634.3392857142857,63.3968253968254,16749.70486111111,2008
378,Massachusetts,"6,497,967","30,137",166,"1,751",,"7,077","21,143","155,919","36,251","106,913",29060.430555555555,12310.725694444445,12682.278985507246,5201.192307692308,285.4739583333333,95.57222222222222,634.3392857142857,63.3968253968254,16749.70486111111,2008
379,Michigan,"10,003,422","51,512",554,"4,507",,"13,246","33,205","295,100","74,787","184,558",29060.430555555555,12310.725694444445,12682.278985507246,5201.192307692308,285.4739583333333,95.57222222222222,634.3392857142857,63.3968253968254,16749.70486111111,2008
380,Minnesota,"5,220,393","13,853",110,"1,805",,"4,179","7,759","149,517","26,558","112,764",29060.430555555555,12310.725694444445,12682.278985507246,5201.192307692308,285.4739583333333,95.57222222222222,634.3392857142857,63.3968253968254,16749.70486111111,2008
381,Mississippi,"2,938,618","8,942",236,958,,"3,079","4,669","85,488","25,506","53,730",29060.430555555555,12310.725694444445,12682.278985507246,5201.192307692308,285.4739583333333,95.57222222222222,634.3392857142857,63.3968253968254,16749.70486111111,2008
382,Missouri,"5,911,605","29,701",456,"1,612",,"7,395","20,238","216,522","45,763","150,002",29060.430555555555,12310.725694444445,12682.278985507246,5201.192307692308,285.4739583333333,95.57222222222222,634.3392857142857,63.3968253968254,16749.70486111111,2008
383,Montana,"967,440","3,013",40,358,,204,"2,411","26,300","3,689","20,834",29060.430555555555,12310.725694444445,12682.278985507246,5201.192307692308,285.4739583333333,95.57222222222222,634.3392857142857,63.3968253968254,16749.70486111111,2008
384,Nebraska,"1,783,432","5,570",69,601,,"1,297","3,603","51,350","8,731","38,394",29060.430555555555,12310.725694444445,12682.278985507246,5201.192307692308,285.4739583333333,95.57222222222222,634.3392857142857,63.3968253968254,16749.70486111111,2008
385,Nevada,"2,600,167","18,973",165,"1,106",,"6,486","11,216","90,006","24,254","49,814",29060.430555555555,12310.725694444445,12682.278985507246,5201.192307692308,285.4739583333333,95.57222222222222,634.3392857142857,63.3968253968254,16749.70486111111,2008
386,New Hampshire,"1,315,809","2,054",14,385,,421,"1,234","28,387","4,266","22,714",29060.430555555555,12310.725694444445,12682.278985507246,5201.192307692308,285.4739583333333,95.57222222222222,634.3392857142857,63.3968253968254,16749.70486111111,2008
387,New Jersey,"8,682,661","28,351",376,"1,122",,"12,701","14,152","199,127","40,402","138,545",29060.430555555555,12310.725694444445,12682.278985507246,5201.192307692308,285.4739583333333,95.57222222222222,634.3392857142857,63.3968253968254,16749.70486111111,2008
388,New Mexico,"1,984,356","12,967",161,"1,118",,"2,151","9,537","75,718","20,706","46,995",29060.430555555555,12310.725694444445,12682.278985507246,5201.192307692308,285.4739583333333,95.57222222222222,634.3392857142857,63.3968253968254,16749.70486111111,2008
389,New York,"19,490,297","77,546",836,"2,798",,"31,787","42,125","388,599","65,544","297,962",29060.430555555555,12310.725694444445,12682.278985507246,5201.192307692308,285.4739583333333,95.57222222222222,634.3392857142857,63.3968253968254,16749.70486111111,2008
390,North Carolina,"9,222,414","43,125",599,"2,296",,"14,323","25,907","372,763","111,556","234,480",29060.430555555555,12310.725694444445,12682.278985507246,5201.192307692308,285.4739583333333,95.57222222222222,634.3392857142857,63.3968253968254,16749.70486111111,2008
391,North Dakota,"641,481","1,441",11,331,,73,"1,026","13,029","2,336","9,782",29060.430555555555,12310.725694444445,12682.278985507246,5201.192307692308,285.4739583333333,95.57222222222222,634.3392857142857,63.3968253968254,16749.70486111111,2008
392,Ohio,"11,485,910","40,436",547,"4,531",,"18,706","16,652","391,667","102,428","260,788",29060.430555555555,12310.725694444445,12682.278985507246,5201.192307692308,285.4739583333333,95.57222222222222,634.3392857142857,63.3968253968254,16749.70486111111,2008
393,Oklahoma,"3,642,361","19,359",215,"1,471",,"3,698","13,975","126,535","35,247","80,265",29060.430555555555,12310.725694444445,12682.278985507246,5201.192307692308,285.4739583333333,95.57222222222222,634.3392857142857,63.3968253968254,16749.70486111111,2008
394,Oregon,"3,790,060","9,909",87,"1,183",,"2,656","5,983","125,169","21,115","92,677",29060.430555555555,12310.725694444445,12682.278985507246,5201.192307692308,285.4739583333333,95.57222222222222,634.3392857142857,63.3968253968254,16749.70486111111,2008
395,Pennsylvania,"12,448,279","51,044",705,"3,485",,"18,873","27,981","300,294","58,687","219,115",29060.430555555555,12310.725694444445,12682.278985507246,5201.192307692308,285.4739583333333,95.57222222222222,634.3392857142857,63.3968253968254,16749.70486111111,2008
396,Rhode Island,"1,050,788","2,656",31,282,,880,"1,463","29,895","5,766","20,926",29060.430555555555,12310.725694444445,12682.278985507246,5201.192307692308,285.4739583333333,95.57222222222222,634.3392857142857,63.3968253968254,16749.70486111111,2008
397,South Carolina,"4,479,800","32,746",307,"1,686",,"6,595","24,158","189,950","45,964","126,316",29060.430555555555,12310.725694444445,12682.278985507246,5201.192307692308,285.4739583333333,95.57222222222222,634.3392857142857,63.3968253968254,16749.70486111111,2008
398,South Dakota,"804,194","2,227",37,562,,134,"1,494","13,867","2,683","10,266",29060.430555555555,12310.725694444445,12682.278985507246,5201.192307692308,285.4739583333333,95.57222222222222,634.3392857142857,63.3968253968254,16749.70486111111,2008
399,Tennessee,"6,214,888","44,913",412,"2,078",,"10,804","31,619","251,089","65,093","166,793",29060.430555555555,12310.725694444445,12682.278985507246,5201.192307692308,285.4739583333333,95.57222222222222,634.3392857142857,63.3968253968254,16749.70486111111,2008
400,Texas,"24,326,974","123,585","1,370","8,055",,"37,739","76,421","969,865","230,046","654,435",29060.430555555555,12310.725694444445,12682.278985507246,5201.192307692308,285.4739583333333,95.57222222222222,634.3392857142857,63.3968253968254,16749.70486111111,2008
